AccountId,ClientId,PaymentAmt,EnrollmentAmt,TaxAmt,ClearAmt,CarsAmt,FoodAmt,FLAmt,CutoffDt
6450,6450,"",1403868.80,"",1403868.80,"",825598.79,"",2020-11-04
6472,6472,"",1920591.20,"","","",1066625.76,"",2020-11-01
6541,6541,"",1280474.01,"","","",333299.49,"",2020-11-03
6546,6546,1579102.40,"","","",1579102.40,"","",2020-11-02
6602,6602,1023972.55,"",1023972.55,"",1023972.55,"","",2020-11-02
6752,6752,"",900964.24,"","","",509524.68,"",2020-11-02
6881,6881,"",904237.36,"","","",511594.62,"",2020-11-03
6977,6977,"",1689146.51,"","","",457134.49,"",2020-11-02
6981,6981,1594066.40,"",1594066.40,"",1589368.30,"",1594066.40,2020-11-01
7145,7145,1037750.09,"",1037750.09,"",1035035.59,"",1037750.09,2020-11-01
7198,7198,"",1297869.40,"","","",338570.60,"",2020-11-04
7230,7230,1602632.00,"","","",1602632.00,"","",2020-11-02
7239,7239,"",1293890.52,"","","",758013.04,"",2020-11-04
7248,7248,1603251.20,"",1603251.20,"",1603251.20,"","",2020-11-04
7411,7411,"",1303509.00,"",1303509.00,"",340279.50,"",2020-11-01
7452,7452,1610268.80,"",1610268.80,"",1610268.80,"","",2020-11-04
7459,7459,"",1954544.00,"","","",1082463.16,"",2020-11-04
7461,7461,1610578.40,"","","",1610578.40,"",1610578.40,2020-11-01
7479,7479,1611197.60,"",1611197.60,"",1611197.60,"",1611197.60,2020-11-03
7504,7504,1438303.41,"","","",1438303.41,"","",2020-11-04
7629,7629,1616357.60,"",1616357.60,"",1611594.70,"",1616357.60,2020-11-01
7782,7782,"",1449689.60,"","","",846972.06,"",2020-11-04
7879,7879,"",1315900.24,"",1315900.24,"",344034.26,"",2020-11-01
7909,7909,"",1970024.00,"","","",1089683.86,"",2020-11-02
7926,7926,1626574.40,"",1626574.40,"",1621781.80,"","",2020-11-02
7931,7931,"",930879.01,"",930879.01,"",528442.92,"",2020-11-01
8036,8036,"",933543.17,"","","",530127.75,"",2020-11-02
8095,8095,"",1976422.40,"","","",1092668.42,"",2020-11-04
8147,8147,1063173.83,"",1063173.83,"",1054359.13,"",1063173.83,2020-11-03
8223,8223,1636791.20,"",1636791.20,"",1631968.90,"",1636791.20,2020-11-03
8256,8256,1637926.40,"","","",1637926.40,"","",2020-11-04
8298,8298,"",1320760.53,"",1320760.53,"",775005.75,"",2020-11-03
8401,8401,1462053.28,"",1462053.28,"",1455213.18,"",1462053.28,2020-11-01
8416,8416,"",1987464.80,"",1987464.80,"",1097819.18,"",2020-11-01
8465,8465,"",1728544.28,"","","",469072.72,"",2020-11-02
8523,8523,"",1326469.45,"","","",778616.10,"",2020-11-04
8571,8571,"",1476831.20,"","","",859632.36,"",2020-11-01
8601,8601,"",1328448.55,"","","",779867.69,"",2020-11-02
8628,8628,"",1478792.00,"",1478792.00,"",860546.98,"",2020-11-02
8662,8662,"",1336631.73,"","","",350316.27,"",2020-11-04
8746,8746,"",1998816.80,"",1998816.80,"",1103114.36,"",2020-11-03
884,884,"",1527822.15,"",1527822.15,"",408250.36,"",2020-11-01
887,887,"",1527901.58,"",1527901.58,"",408274.42,"",2020-11-04
8963,8963,"",957063.95,"",957063.95,"",545002.39,"",2020-11-01
898,898,"",1728845.60,"","","",977185.35,"",2020-11-03
8992,8992,1477701.18,"",1477701.18,"",1476801.98,"","",2020-11-04
9010,9010,1478177.77,"",1478177.77,"",1477276.77,"","",2020-11-02
9036,9036,"",1492827.20,"","","",867093.75,"",2020-11-02
9236,9236,1090805.03,"",1090805.03,"",1081881.43,"","",2020-11-04
9267,9267,"",1345346.96,"",1345346.96,"",790554.33,"",2020-11-04
9306,9306,"",1502115.20,"","","",871426.17,"",2020-11-04
9379,9379,1487947.78,"","","",1487009.88,"",1487947.78,2020-11-03
9406,9406,1488662.66,"",1488662.66,"",1487722.06,"","",2020-11-02
9438,9438,"",1506656.00,"","","",873544.24,"",2020-11-04
9594,9594,1683953.60,"","","",1683953.60,"","",2020-11-02
9605,9605,"",973353.41,"","","",555303.92,"",2020-11-03
9642,9642,"",1513673.60,"","","",876817.62,"",2020-11-04
9746,9746,"",976931.00,"","","",557566.41,"",2020-11-04
9813,9813,"",1359200.62,"","","",799315.44,"",2020-11-02
9832,9832,"",2036175.20,"","","",1120540.32,"",2020-11-01
9845,9845,"",1765082.54,"","","",480144.46,"",2020-11-02
10032,32,1699020.80,"","","",1694017.60,"",1699020.80,2020-11-04
1028,1028,882543.44,"",882543.44,"",874440.64,"","",2020-11-04
10370,370,"",992763.76,"","","",567579.11,"",2020-11-04
10392,392,1711404.80,"",1711404.80,"",1706365.60,"",1711404.80,2020-11-04
10508,508,"",996265.23,"",996265.23,"",569793.46,"",2020-11-02
1086,1086,1391278.40,"",1391278.40,"",1387169.80,"","",2020-11-02
10874,874,1132366.00,"","","",1123278.60,"",1132366.00,2020-11-02
10882,882,1527742.71,"",1527742.71,"",1526654.51,"",1527742.71,2020-11-02
10889,889,1132746.60,"",1132746.60,"",1129657.70,"","",2020-11-01
10911,911,1729258.40,"",1729258.40,"",1729258.40,"","",2020-11-03
10961,961,"",1007759.20,"","","",577062.30,"",2020-11-03
11294,1294,"",1016208.41,"","","",582405.62,"",2020-11-04
11301,1301,"",1570743.20,"","","",903437.94,"",2020-11-03
11605,1605,1546885.59,"",1546885.59,"",1539725.09,"","",2020-11-01
11688,1688,"",1584056.00,"",1584056.00,"",909647.74,"",2020-11-02
11757,1757,"",1586429.60,"",1586429.60,"",910754.91,"",2020-11-03
11970,1970,1765688.00,"","","",1765688.00,"",1765688.00,2020-11-02
12073,2073,1559276.82,"",1559276.82,"",1552069.52,"","",2020-11-01
12136,2136,1560944.87,"","","",1553731.27,"",1560944.87,2020-11-04
12142,2142,1561103.73,"","","",1559889.53,"",1561103.73,2020-11-02
12321,2321,1777762.40,"","","",1777762.40,"","",2020-11-01
12435,2435,1781684.00,"",1781684.00,"",1776440.50,"","",2020-11-03
12494,2494,1173470.26,"",1173470.26,"",1164220.86,"",1173470.26,2020-11-02
12598,2598,"",1440845.20,"","","",381894.80,"",2020-11-04
12606,2606,"",1615635.20,"","","",924377.97,"",2020-11-04
12784,2784,1578101.97,"","","",1570823.57,"",1578101.97,2020-11-04
12799,2799,1578499.12,"",1578499.12,"",1577219.22,"","",2020-11-03
12900,2900,1797680.00,"",1797680.00,"",1797680.00,"",1797680.00,2020-11-04
12981,2981,1800466.40,"","","",1800466.40,"","",2020-11-01
13095,3095,1804388.00,"",1804388.00,"",1804388.00,"","",2020-11-03
13144,3144,1587633.69,"",1587633.69,"",1580319.29,"",1587633.69,2020-11-04
13591,3591,1599468.91,"",1599468.91,"",1598109.81,"","",2020-11-03
13643,3643,1202623.84,"",1202623.84,"",1199259.54,"","",2020-11-03
13672,3672,"",1469281.50,"","","",390511.50,"",2020-11-02
13746,3746,1826782.40,"","","",1826782.40,"",1826782.40,2020-11-02
13923,3923,1832871.20,"",1832871.20,"",1832871.20,"","",2020-11-03
14010,4010,"",1663932.80,"",1663932.80,"",946906.55,"",2020-11-04
14042,4042,1212747.67,"",1212747.67,"",1203343.47,"",1212747.67,2020-11-02
14044,4044,"",1479130.94,"","","",393496.06,"",2020-11-02
14080,4080,1612416.16,"","","",1605008.16,"",1612416.16,2020-11-04
14250,4250,1844120.00,"",1844120.00,"",1844120.00,"",1844120.00,2020-11-02
14275,4275,"",1485247.13,"","","",395349.37,"",2020-11-01
14502,4502,1852788.80,"","","",1852788.80,"",1852788.80,2020-11-02
14620,4620,"",1494381.69,"","","",398117.31,"",2020-11-02
14636,4636,1227819.23,"",1227819.23,"",1218355.63,"",1227819.23,2020-11-04
14646,4646,"",1685811.20,"",1685811.20,"",957111.81,"",2020-11-04
14758,4758,1630367.57,"",1630367.57,"",1630367.57,"",1630367.57,2020-11-02
14814,4814,"",1691590.40,"","","",959807.54,"",2020-11-04
14836,4836,"",1500100.73,"","","",399850.27,"",2020-11-02
1565,1565,896168.75,"","","",894012.25,"",896168.75,2020-11-01
15804,5804,1897577.60,"","","",1897577.60,"",1897577.60,2020-11-04
15820,5820,1658486.14,"",1658486.14,"",1658486.14,"",1658486.14,2020-11-04
15825,5825,1898300.00,"","","",1898300.00,"","",2020-11-01
15852,5852,1899228.80,"",1899228.80,"",1899228.80,"",1899228.80,2020-11-04
16043,6043,1263519.04,"",1263519.04,"",1263519.04,"","",2020-11-03
16136,6136,1265878.73,"","","",1262265.13,"",1265878.73,2020-11-04
16284,6284,1914089.60,"","","",1914089.60,"",1914089.60,2020-11-04
16467,6467,1920384.80,"","","",1914738.10,"","",2020-11-03
16573,6573,1678423.32,"",1678423.32,"",1670766.02,"","",2020-11-01
16743,6743,1929879.20,"",1929879.20,"",1929879.20,"","",2020-11-03
17274,7274,1948145.60,"",1948145.60,"",1948145.60,"",1948145.60,2020-11-02
17278,7278,1697089.61,"",1697089.61,"",1697089.61,"",1697089.61,2020-11-02
17330,7330,1296174.09,"",1296174.09,"",1296174.09,"",1296174.09,2020-11-02
17425,7425,1700981.73,"",1700981.73,"",1699239.23,"","",2020-11-01
1775,1775,901497.08,"",901497.08,"",893319.58,"",901497.08,2020-11-03
17757,7757,1964760.80,"","","",1964760.80,"","",2020-11-01
1791,1791,1415530.40,"",1415530.40,"",1415530.40,"",1415530.40,2020-11-03
18092,8092,1315508.32,"","","",1305699.12,"",1315508.32,2020-11-04
18124,8124,1719489.15,"","","",1719489.15,"",1719489.15,2020-11-04
18149,8149,1316954.58,"",1316954.58,"",1316954.58,"","",2020-11-01
1816,1816,1287702.23,"","","",1287702.23,"","",2020-11-04
18735,8735,1998404.00,"",1998404.00,"",1992530.50,"","",2020-11-03
18954,8954,2005937.60,"",2005937.60,"",2005937.60,"",2005937.60,2020-11-02
1907,1907,"",1554908.12,"","","",416457.88,"",2020-11-04
19107,9107,2011200.80,"",2011200.80,"",2011200.80,"","",2020-11-03
19176,9176,2013574.40,"",2013574.40,"",2007656.80,"",2013574.40,2020-11-04
192,192,"",1115086.99,"",1115086.99,"",644936.88,"",2020-11-01
19214,9214,1343976.82,"","","",1340055.42,"",1343976.82,2020-11-02
19311,9311,2018218.40,"","","",2012287.30,"","",2020-11-03
19357,9357,1752135.29,"",1752135.29,"",1752135.29,"","",2020-11-01
1937,1937,905607.50,"",905607.50,"",897413.80,"",905607.50,2020-11-01
19598,9598,1353720.05,"","","",1353720.05,"",1353720.05,2020-11-02
1984,1984,1292150.37,"","","",1285951.97,"","",2020-11-04
19840,9840,1764923.68,"",1764923.68,"",1756939.68,"",1764923.68,2020-11-04
19848,9848,2036691.20,"","","",2036691.20,"",2036691.20,2020-11-04
2095,2095,1295089.32,"","","",1295089.32,"",1295089.32,2020-11-03
2099,2099,"",1559991.70,"","","",417998.30,"",2020-11-04
2150,2150,"",1561342.03,"","","",418407.47,"",2020-11-03
2191,2191,1297631.11,"",1297631.11,"",1291412.01,"",1297631.11,2020-11-03
231,231,1361866.40,"",1361866.40,"",1357843.30,"",1361866.40,2020-11-03
2334,2334,1434209.60,"","","",1434209.60,"","",2020-11-02
2432,2432,918167.14,"",918167.14,"",909923.94,"","",2020-11-04
2504,2504,919993.99,"",919993.99,"",911743.59,"","",2020-11-04
2575,2575,1307798.28,"","","",1307540.78,"",1307798.28,2020-11-03
2645,2645,923571.59,"","","",921307.09,"",923571.59,2020-11-01
2719,2719,1311610.96,"",1311610.96,"",1311339.06,"",1311610.96,2020-11-03
2889,2889,"",1183517.97,"",1183517.97,"",688212.94,"",2020-11-02
3030,3030,"",1187095.56,"","","",690475.43,"",2020-11-03
31,31,1240440.79,"",1240440.79,"",1234437.69,"",1240440.79,2020-11-03
3380,3380,"",1593908.74,"",1593908.74,"",428275.76,"",2020-11-01
3429,3429,1471877.60,"","","",1471877.60,"",1471877.60,2020-11-01
3433,3433,1330515.54,"","","",1324172.24,"",1330515.54,2020-11-01
3523,3523,1332898.47,"","","",1326546.17,"",1332898.47,2020-11-03
3565,3565,"",1820590.40,"","","",1019980.04,"",2020-11-02
3661,3661,1336552.30,"",1336552.30,"",1336552.30,"",1336552.30,2020-11-01
3711,3711,1481578.40,"",1481578.40,"",1481578.40,"",1481578.40,2020-11-03
3810,3810,"",1206886.50,"",1206886.50,"",702991.31,"",2020-11-03
3859,3859,1341794.74,"",1341794.74,"",1341794.74,"",1341794.74,2020-11-03
3873,3873,1487151.20,"",1487151.20,"",1487151.20,"",1487151.20,2020-11-01
39,39,"",1111204.92,"","","",642481.84,"",2020-11-04
3959,3959,956911.71,"",956911.71,"",954515.81,"",956911.71,2020-11-03
3999,3999,1491485.60,"",1491485.60,"",1491485.60,"",1491485.60,2020-11-03
4005,4005,"",1211834.24,"","","",706120.28,"",2020-11-02
4124,4124,961098.25,"",961098.25,"",952685.85,"","",2020-11-04
4146,4146,"",1215411.83,"","","",708382.76,"",2020-11-03
4171,4171,1350055.57,"",1350055.57,"",1343638.47,"",1350055.57,2020-11-03
4411,4411,1356410.05,"",1356410.05,"",1355968.95,"",1356410.05,2020-11-03
4623,4623,1512951.20,"","","",1508488.90,"",1512951.20,2020-11-03
4816,4816,"",1863624.80,"",1863624.80,"",1040053.58,"",2020-11-01
4898,4898,980736.95,"",980736.95,"",972247.15,"","",2020-11-02
499,499,1252832.02,"","","",1246782.12,"",1252832.02,2020-11-03
5007,5007,"",1237257.98,"","","",722198.37,"",2020-11-04
5025,5025,"",1354848.80,"","","",802733.24,"",2020-11-03
5126,5126,986522.00,"","","",986522.00,"","",2020-11-02
5131,5131,1375473.49,"","","",1374960.39,"",1375473.49,2020-11-03
5158,5158,"",1875389.60,"",1875389.60,"",1045541.31,"",2020-11-03
5339,5339,991926.45,"",991926.45,"",983392.55,"",991926.45,2020-11-03
5348,5348,"",1646015.47,"",1646015.47,"",444065.03,"",2020-11-01
5360,5360,"",1646333.20,"",1646333.20,"",444161.30,"",2020-11-01
5375,5375,"",866025.62,"",866025.62,"",487429.34,"",2020-11-01
5395,5395,"",1883542.40,"",1883542.40,"",1049344.22,"",2020-11-04
5452,5452,"",1885503.20,"",1885503.20,"",1050258.84,"",2020-11-01
5513,5513,"",1650384.18,"",1650384.18,"",445388.82,"",2020-11-02
5579,5579,"",1652131.66,"","","",445918.34,"",2020-11-04
5598,5598,1546491.20,"","","",1546491.20,"","",2020-11-02
5749,5749,1391836.27,"",1391836.27,"",1391836.27,"",1391836.27,2020-11-01
5751,5751,"",1256135.50,"","","",734136.59,"",2020-11-04
5914,5914,"",1263872.93,"","","",328269.07,"",2020-11-04
5921,5921,"",879879.28,"",879879.28,"",496190.46,"",2020-11-03
594,594,"",1125286.94,"",1125286.94,"",651387.37,"",2020-11-03
5949,5949,1558565.60,"","","",1558565.60,"",1558565.60,2020-11-01
599,599,871658.43,"",871658.43,"",871658.43,"",871658.43,2020-11-03
6027,6027,1561248.80,"",1561248.80,"",1556646.10,"",1561248.80,2020-11-03
6108,6108,1564035.20,"",1564035.20,"",1559424.40,"","",2020-11-04
6242,6242,"",1669685.91,"",1669685.91,"",451237.59,"",2020-11-03
6376,6376,"",1276105.31,"",1276105.31,"",331975.69,"",2020-11-02
6608,6608,"",897310.53,"","","",507214.06,"",2020-11-02
6630,6630,"",1410060.80,"","","",828487.07,"",2020-11-04
6769,6769,"",1930808.00,"","","",1071391.42,"",2020-11-02
6770,6770,"",1683665.77,"","","",455473.73,"",2020-11-03
7056,7056,"",1424715.20,"",1424715.20,"",835322.67,"",2020-11-02
7110,7110,"",1426572.80,"","","",836189.15,"",2020-11-04
7122,7122,"",1426985.60,"","","",836381.70,"",2020-11-04
7181,7181,"",1694547.81,"",1694547.81,"",458771.19,"",2020-11-02
724,724,1258789.35,"",1258789.35,"",1252716.95,"","",2020-11-04
737,737,"",1523930.03,"","","",407070.97,"",2020-11-02
7410,7410,"",1298229.30,"","","",760756.91,"",2020-11-03
7519,7519,"",1306368.52,"","","",341145.98,"",2020-11-01
7713,7713,"",1447316.00,"","","",845864.89,"",2020-11-03
7734,7734,"",1448038.40,"","","",846201.86,"",2020-11-04
7739,7739,"",1709321.98,"","","",463248.02,"",2020-11-04
7772,7772,"",926844.70,"","","",525891.60,"",2020-11-02
7821,7821,"",1451031.20,"",1451031.20,"",847597.86,"",2020-11-03
7897,7897,"",1969611.20,"",1969611.20,"",1089491.31,"",2020-11-02
7948,7948,"",1317727.15,"",1317727.15,"",344587.85,"",2020-11-02
7960,7960,"",1971778.40,"","","",1090502.21,"",2020-11-01
801,801,"",1130539.15,"","","",654708.89,"",2020-11-02
8060,8060,1060966.38,"",1060966.38,"",1060966.38,"","",2020-11-04
8164,8164,"",1323446.18,"","","",346320.82,"",2020-11-02
8631,8631,"",1329209.74,"","","",780349.07,"",2020-11-04
8737,8737,"",1338617.50,"","","",350918.00,"",2020-11-03
8765,8765,"",952040.09,"","","",541825.28,"",2020-11-03
8788,8788,"",1339967.83,"","","",351327.17,"",2020-11-02
8799,8799,"",1484674.40,"",1484674.40,"",863290.85,"",2020-11-01
8821,8821,"",1340841.57,"",1340841.57,"",351591.93,"",2020-11-03
8855,8855,"",1738870.31,"","","",472201.69,"",2020-11-04
8941,8941,1476350.86,"","","",1469456.76,"",1476350.86,2020-11-01
8950,8950,1476589.15,"",1476589.15,"",1469694.15,"","",2020-11-02
9012,9012,"",1492001.60,"",1492001.60,"",866708.64,"",2020-11-02
9020,9020,"",958510.21,"","","",545917.01,"",2020-11-02
9073,9073,"",1347513.78,"",1347513.78,"",353613.73,"",2020-11-03
9103,9103,1480640.13,"",1480640.13,"",1473729.83,"",1480640.13,2020-11-03
9144,9144,"",1496542.40,"","","",868826.72,"",2020-11-02
9208,9208,"",1351088.17,"","","",354696.83,"",2020-11-02
9220,9220,1483737.94,"",1483737.94,"",1476815.94,"","",2020-11-04
9321,9321,1674562.40,"","","",1669630.30,"",1674562.40,2020-11-01
9342,9342,"",1347249.94,"","","",791757.78,"",2020-11-03
9358,9358,1487391.77,"",1487391.77,"",1487391.77,"","",2020-11-02
9387,9387,"",1504901.60,"",1504901.60,"",872725.89,"",2020-11-01
9471,9471,1679722.40,"","","",1679722.40,"",1679722.40,2020-11-03
9472,9472,1490410.14,"","","",1483462.94,"","",2020-11-04
9476,9476,"",970080.29,"",970080.29,"",553233.99,"",2020-11-02
9490,9490,"",1358554.68,"","","",356959.32,"",2020-11-04
9535,9535,1492078.20,"","","",1485124.70,"",1492078.20,2020-11-03
9567,9567,1683024.80,"",1683024.80,"",1683024.80,"",1683024.80,2020-11-03
9578,9578,"",1758013.18,"",1758013.18,"",478002.32,"",2020-11-03
9645,9645,1685708.00,"",1685708.00,"",1680743.50,"",1685708.00,2020-11-01
9661,9661,1495414.30,"",1495414.30,"",1488448.20,"",1495414.30,2020-11-01
9762,9762,"",1357906.60,"","","",798497.10,"",2020-11-03
9854,9854,"",979671.29,"","","",559299.38,"",2020-11-04
9860,9860,"",1765479.70,"","","",480264.80,"",2020-11-01
10021,21,1504946.02,"",1504946.02,"",1497943.92,"","",2020-11-01
10214,214,"",988805.57,"","","",565075.94,"",2020-11-04
10284,284,1707689.60,"","","",1702661.20,"",1707689.60,2020-11-04
10420,420,"",1383178.29,"","","",364420.71,"",2020-11-02
10500,500,"",1543188.80,"","","",890585.09,"",2020-11-02
10510,510,1517893.27,"","","",1517893.27,"",1517893.27,2020-11-02
10585,585,"",1387547.00,"",1387547.00,"",365744.50,"",2020-11-03
10607,607,1125591.41,"",1125591.41,"",1125591.41,"","",2020-11-03
10627,627,"",1388659.03,"","","",366081.47,"",2020-11-01
1072,1072,"",1734831.20,"","","",979977.36,"",2020-11-01
10787,787,"",1003344.30,"",1003344.30,"",574270.29,"",2020-11-01
10833,833,1726575.20,"",1726575.20,"",1721491.90,"","",2020-11-01
10841,841,"",1004714.44,"","","",575136.78,"",2020-11-03
10864,864,"",1394934.08,"","","",367982.92,"",2020-11-02
10865,865,"",1005323.39,"",1005323.39,"",575521.88,"",2020-11-03
11027,1027,"",1009433.82,"","","",578121.33,"",2020-11-01
11056,1056,1532349.71,"",1532349.71,"",1525244.11,"",1532349.71,2020-11-04
11081,1081,"",1010803.96,"",1010803.96,"",578987.82,"",2020-11-03
1109,1109,"",1533779.47,"","","",410055.53,"",2020-11-02
11105,1105,1138227.17,"",1138227.17,"",1135116.67,"","",2020-11-01
11421,1421,"",1574871.20,"","","",905363.46,"",2020-11-03
11426,1426,"",1019557.64,"","","",584523.69,"",2020-11-04
11752,1752,"",1418445.66,"","","",375107.34,"",2020-11-02
1183,1183,"",1738649.60,"",1738649.60,"",981758.46,"",2020-11-04
11849,1849,1157104.68,"",1157104.68,"",1157104.68,"","",2020-11-01
12062,2062,1162509.13,"",1162509.13,"",1153302.93,"",1162509.13,2020-11-02
1207,1207,1271577.74,"","","",1271457.04,"",1271577.74,2020-11-03
12156,2156,1772086.40,"",1772086.40,"",1766870.80,"",1772086.40,2020-11-04
12187,2187,1562295.20,"","","",1561076.50,"","",2020-11-03
12251,2251,"",1040490.37,"",1040490.37,"",597761.64,"",2020-11-01
12260,2260,1167532.98,"",1167532.98,"",1158306.98,"",1167532.98,2020-11-04
1230,1230,1396232.00,"",1396232.00,"",1392109.00,"","",2020-11-02
12327,2327,1777968.80,"",1777968.80,"",1772736.10,"","",2020-11-03
12457,2457,"",1437111.94,"","","",380763.56,"",2020-11-03
12468,2468,1782819.20,"",1782819.20,"",1782819.20,"",1782819.20,2020-11-04
12622,2622,1573812.69,"",1573812.69,"",1566550.49,"",1573812.69,2020-11-02
12624,2624,"",1616254.40,"","","",924666.80,"",2020-11-02
12938,2938,"",1057921.62,"","","",608785.24,"",2020-11-04
12951,2951,"",1627503.20,"","","",929913.84,"",2020-11-01
1299,1299,1398605.60,"",1398605.60,"",1398605.60,"",1398605.60,2020-11-03
13211,3211,"",1064848.45,"","","",613165.80,"",2020-11-01
13380,3380,1814192.00,"",1814192.00,"",1808854.00,"",1814192.00,2020-11-04
13415,3415,1196838.80,"",1196838.80,"",1196838.80,"","",2020-11-03
13662,3662,1823892.80,"",1823892.80,"",1823892.80,"",1823892.80,2020-11-02
13715,3715,1204450.70,"",1204450.70,"",1201079.20,"","",2020-11-03
13806,3806,1828846.40,"","","",1828846.40,"",1828846.40,2020-11-02
13987,3987,"",1477621.75,"","","",393038.75,"",2020-11-01
13987,3987,1609953.80,"",1609953.80,"",1608555.10,"","",2020-11-03
14241,4241,1843810.40,"",1843810.40,"",1843810.40,"","",2020-11-01
14246,4246,"",1091109.50,"","","",629773.41,"",2020-11-04
14261,4261,1218304.35,"",1218304.35,"",1218304.35,"","",2020-11-01
14394,4394,1849073.60,"",1849073.60,"",1849073.60,"",1849073.60,2020-11-02
14489,4489,"",1097275.14,"","","",633672.59,"",2020-11-03
1476,1476,"",1147665.92,"","","",665539.94,"",2020-11-01
1483,1483,1278885.39,"",1278885.39,"",1278885.39,"",1278885.39,2020-11-03
14932,4932,"",1502642.52,"",1502642.52,"",400620.48,"",2020-11-02
15115,5115,1639819.86,"","","",1632308.36,"","",2020-11-03
15687,5687,1893552.80,"","","",1893552.80,"","",2020-11-03
15893,5893,1259713.09,"","","",1256123.79,"","",2020-11-01
160,160,1243856.32,"","","",1243856.32,"","",2020-11-04
16432,6432,1674690.06,"",1674690.06,"",1674690.06,"",1674690.06,2020-11-04
16488,6488,1921107.20,"","","",1921107.20,"",1921107.20,2020-11-04
16738,6738,1682792.03,"",1682792.03,"",1682792.03,"",1682792.03,2020-11-02
1689,1689,1412021.60,"",1412021.60,"",1407852.70,"",1412021.60,2020-11-01
17067,7067,1941024.80,"",1941024.80,"",1941024.80,"","",2020-11-03
17606,7606,1303177.04,"",1303177.04,"",1293416.44,"",1303177.04,2020-11-02
1773,1773,"",1155201.70,"","","",670305.60,"",2020-11-02
17796,7796,1966102.40,"","","",1966102.40,"",1966102.40,2020-11-04
17809,7809,1711148.89,"","","",1711148.89,"","",2020-11-01
17909,7909,1310865.06,"","","",1307074.16,"","",2020-11-01
18094,8094,1718694.84,"","","",1710885.44,"",1718694.84,2020-11-02
18174,8174,1979105.60,"",1979105.60,"",1979105.60,"",1979105.60,2020-11-02
18433,8433,1727670.54,"",1727670.54,"",1725827.24,"","",2020-11-01
18519,8519,1990973.60,"",1990973.60,"",1985121.70,"","",2020-11-03
18726,8726,1998094.40,"",1998094.40,"",1992221.80,"",1998094.40,2020-11-02
18790,8790,1737122.83,"",1737122.83,"",1737122.83,"",1737122.83,2020-11-02
18890,8890,1335755.97,"",1335755.97,"",1331866.97,"",1335755.97,2020-11-02
19003,9003,1742762.43,"",1742762.43,"",1734862.13,"","",2020-11-03
19286,9286,1345803.68,"",1345803.68,"",1341875.08,"",1345803.68,2020-11-02
19382,9382,1348239.49,"",1348239.49,"",1348239.49,"",1348239.49,2020-11-02
19508,9508,1351436.48,"",1351436.48,"",1351436.48,"",1351436.48,2020-11-04
19597,9597,1758489.77,"","","",1750530.07,"","",2020-11-01
19677,9677,2030808.80,"","","",2030808.80,"","",2020-11-01
19819,9819,1764367.66,"","","",1762385.76,"","",2020-11-03
19950,9950,2040200.00,"",2040200.00,"",2034205.00,"",2040200.00,2020-11-02
2205,2205,1429772.00,"","","",1429772.00,"",1429772.00,2020-11-01
2273,2273,914132.83,"",914132.83,"",914132.83,"",914132.83,2020-11-01
2287,2287,"",1776627.20,"","","",999473.25,"",2020-11-04
2345,2345,"",1566505.04,"",1566505.04,"",419971.96,"",2020-11-02
2465,2465,"",1569682.28,"","","",420934.72,"",2020-11-02
2499,2499,"",1173622.50,"","","",681955.00,"",2020-11-04
2559,2559,"",1175144.88,"",1175144.88,"",682917.76,"",2020-11-04
2614,2614,"",1787876.00,"",1787876.00,"",1004720.29,"",2020-11-03
2749,2749,"",1792520.00,"",1792520.00,"",1006886.50,"",2020-11-02
2846,2846,928671.56,"",928671.56,"",920386.96,"","",2020-11-02
2862,2862,"",1182832.90,"","","",687779.70,"",2020-11-03
3032,3032,933390.94,"",933390.94,"",931087.74,"","",2020-11-04
3180,3180,"",1190901.51,"",1190901.51,"",692882.33,"",2020-11-01
3223,3223,1324955.37,"","","",1324633.07,"",1324955.37,2020-11-03
3233,3233,938490.91,"","","",930167.61,"",938490.91,2020-11-01
3515,3515,945646.10,"","","",945646.10,"",945646.10,2020-11-03
3655,3655,"",1823686.40,"","","",1021424.18,"",2020-11-04
3783,3783,"",1206201.43,"","","",702558.06,"",2020-11-04
380,380,"",1514477.74,"","","",404206.76,"",2020-11-01
385,385,1249813.65,"",1249813.65,"",1249813.65,"",1249813.65,2020-11-01
3958,3958,1344415.97,"","","",1344415.97,"","",2020-11-02
4015,4015,"",1836070.40,"",1836070.40,"",1027200.74,"",2020-11-04
4121,4121,961022.13,"",961022.13,"",958610.03,"",961022.13,2020-11-01
4357,4357,1354980.29,"","","",1354544.59,"",1354980.29,2020-11-01
4380,4380,"",1221349.11,"","","",712137.53,"",2020-11-01
4576,4576,"",1855368.80,"",1855368.80,"",1036202.54,"",2020-11-01
4582,4582,"",1855575.20,"",1855575.20,"",1036298.82,"",2020-11-03
4618,4618,"",1856813.60,"",1856813.60,"",1036876.47,"",2020-11-03
4772,4772,977539.96,"",977539.96,"",969062.76,"","",2020-11-04
4849,4849,"",1864760.00,"",1864760.00,"",1040583.10,"",2020-11-02
492,492,"",1122698.89,"","","",649750.68,"",2020-11-01
4948,4948,"",1868165.60,"",1868165.60,"",1042171.65,"",2020-11-01
5018,5018,983781.71,"","","",983781.71,"","",2020-11-02
5028,5028,1526883.20,"",1526883.20,"",1522380.40,"","",2020-11-04
5237,5237,"",862524.15,"","","",485214.99,"",2020-11-03
5347,5347,1381192.52,"","","",1380657.82,"",1381192.52,2020-11-03
5461,5461,1384210.90,"","","",1384210.90,"",1384210.90,2020-11-01
